GISJOIN,YEAR,STATEID,COUNTYID,FID,NID,TRACTID
24003731104,2010,24,3,32073,32073,24003731104
24003731004,2010,24,3,32074,32074,24003731004
24003731003,2010,24,3,32075,32075,24003731003
24003740305,2010,24,3,32076,32076,24003740305
24003740701,2010,24,3,32077,32077,24003740701
24003740304,2010,24,3,32078,32078,24003740304
24003980000,2010,24,3,32079,32079,24003980000
24003702208,2010,24,3,32080,32080,24003702208
24003751700,2010,24,3,32081,32081,24003751700
24003751600,2010,24,3,32082,32082,24003751600
24003751400,2010,24,3,32083,32083,24003751400
24003751200,2010,24,3,32084,32084,24003751200
24003751500,2010,24,3,32085,32085,24003751500
24009860502,2010,24,9,32086,32086,24009860502
24009860600,2010,24,9,32087,32087,24009860600
24009860801,2010,24,9,32088,32088,24009860801
24009860802,2010,24,9,32089,32089,24009860802
24009860401,2010,24,9,32090,32090,24009860401
24009861001,2010,24,9,32091,32091,24009861001
24009860900,2010,24,9,32092,32092,24009860900
24009860200,2010,24,9,32093,32093,24009860200
24009860102,2010,24,9,32094,32094,24009860102
24009860300,2010,24,9,32095,32095,24009860300
24009860701,2010,24,9,32096,32096,24009860701
24009860501,2010,24,9,32097,32097,24009860501
24009860101,2010,24,9,32098,32098,24009860101
24009860702,2010,24,9,32099,32099,24009860702
24009860703,2010,24,9,32100,32100,24009860703
24009860402,2010,24,9,32101,32101,24009860402
24009861004,2010,24,9,32102,32102,24009861004
24009861003,2010,24,9,32103,32103,24009861003
24009990100,2010,24,9,32104,32104,24009990100
24027601201,2010,24,27,32105,32105,24027601201
24027602302,2010,24,27,32106,32106,24027602302
24027602100,2010,24,27,32107,32107,24027602100
24027602303,2010,24,27,32108,32108,24027602303
24027602306,2010,24,27,32109,32109,24027602306
24027602304,2010,24,27,32110,32110,24027602304
24027602600,2010,24,27,32111,32111,24027602600
24027602700,2010,24,27,32112,32112,24027602700
24027602800,2010,24,27,32113,32113,24027602800
24027602900,2010,24,27,32114,32114,24027602900
24027602305,2010,24,27,32115,32115,24027602305
24027605503,2010,24,27,32116,32116,24027605503
24027605102,2010,24,27,32117,32117,24027605102
24027605601,2010,24,27,32118,32118,24027605601
24027606604,2010,24,27,32119,32119,24027606604
24027605402,2010,24,27,32120,32120,24027605402
24027605502,2010,24,27,32121,32121,24027605502
24027605401,2010,24,27,32122,32122,24027605401
24027605602,2010,24,27,32123,32123,24027605602
24027606901,2010,24,27,32124,32124,24027606901
24027606705,2010,24,27,32125,32125,24027606705
24027606601,2010,24,27,32126,32126,24027606601
24027606804,2010,24,27,32127,32127,24027606804
24027606603,2010,24,27,32128,32128,24027606603
24027606701,2010,24,27,32129,32129,24027606701
24027606704,2010,24,27,32130,32130,24027606704
24027606803,2010,24,27,32131,32131,24027606803
24027604001,2010,24,27,32132,32132,24027604001
24027604002,2010,24,27,32133,32133,24027604002
24027601204,2010,24,27,32134,32134,24027601204
24027601203,2010,24,27,32135,32135,24027601203
24027601103,2010,24,27,32136,32136,24027601103
24027601104,2010,24,27,32137,32137,24027601104
24027606607,2010,24,27,32138,32138,24027606607
24027601105,2010,24,27,32139,32139,24027601105
24027606606,2010,24,27,32140,32140,24027606606
24027601108,2010,24,27,32141,32141,24027601108
24027606706,2010,24,27,32142,32142,24027606706
24027602202,2010,24,27,32143,32143,24027602202
24027603004,2010,24,27,32144,32144,24027603004
24027605104,2010,24,27,32145,32145,24027605104
24027603003,2010,24,27,32146,32146,24027603003
24027603001,2010,24,27,32147,32147,24027603001
24027605505,2010,24,27,32148,32148,24027605505
24027605103,2010,24,27,32149,32149,24027605103
24027606806,2010,24,27,32150,32150,24027606806
24027606905,2010,24,27,32151,32151,24027606905
24027606907,2010,24,27,32152,32152,24027606907
24027606805,2010,24,27,32153,32153,24027606805
24027606707,2010,24,27,32154,32154,24027606707
24027601107,2010,24,27,32155,32155,24027601107
24027602201,2010,24,27,32156,32156,24027602201
24027605504,2010,24,27,32157,32157,24027605504
24027606904,2010,24,27,32158,32158,24027606904
24027606906,2010,24,27,32159,32159,24027606906
